# m1[Msun], m2[Msun], f_gw[Hz], inclination[rad], x_gal[kpc], y_gal[kpc], z_gal[kpc], Pala_reassigned
7.001237014865261399e-01,6.627947797980011935e-02,4.053192311102497120e-04,2.231747298933424162e+00,-8.264197977227347280e+00,2.138530513863358962e-01,-3.768261029572948506e-01,0.000000000000000000e+00
7.000050276088094492e-01,3.742720172341636453e-01,1.308523723535107771e-04,1.979825702977556556e+00,-8.147522341528116385e+00,8.333293740734215582e-02,-1.276235091254672785e-02,1.000000000000000000e+00
6.995686236580576089e-01,9.425975724139691592e-02,3.601813035617172664e-04,1.572133686359455940e+00,-7.969620067851066914e+00,4.660879567895171577e-02,-3.103970059914828647e-02,0.000000000000000000e+00
7.011596995281610400e-01,4.150897897761340188e-02,4.300887684243042959e-04,2.541816314492006956e-01,-8.635977894671363231e+00,-2.004130458498709633e-02,-4.271782236459735482e-02,0.000000000000000000e+00
7.015280031995686505e-01,1.461636737231348238e-01,2.847843391509282101e-04,1.101807219118845937e+00,-8.097630585889220356e+00,-1.156950523108863788e-01,2.260025214820945982e-01,0.000000000000000000e+00
6.991516924520873033e-01,4.136489587283019576e-02,4.132065474491778420e-04,3.069942918804956733e+00,-7.842845966879506747e+00,2.374740180195200057e-01,-3.373553354135682691e-01,0.000000000000000000e+00
6.977035891700772430e-01,1.511164267707815201e-01,2.768906875330280821e-04,2.600404728879844640e+00,-8.577020192120707875e+00,-2.499865874316376801e-01,3.667764678880926499e-01,0.000000000000000000e+00
6.998768909394013082e-01,4.222265279909842572e-02,4.291776931468793991e-04,1.640711359952689241e+00,-8.199075643900526345e+00,-3.865630136879260603e-01,6.762422312896775312e-01,0.000000000000000000e+00
6.991585755022362569e-01,4.020223004441190323e-02,4.163890693775727249e-04,1.276681941302229673e+00,-7.546082412114428095e+00,1.456590189344073027e-01,-1.216467330706319933e-01,0.000000000000000000e+00
7.012531807978353848e-01,6.172605872106162739e-02,4.073538986368287424e-04,1.874920526219925110e+00,-7.789599388402756119e+00,2.250289653701045278e-01,-3.058188873324131918e-01,0.000000000000000000e+00
7.021102325067181127e-01,4.856534764662347459e-01,1.140243313872627419e-04,3.304099382180902822e-01,-7.992987110107027782e+00,3.922954622172483141e-01,-6.341841108834709306e-01,0.000000000000000000e+00
7.009948085292118103e-01,1.065264855843968544e-01,3.390957110324377129e-04,1.633513317201089388e+00,-7.608178441701930694e+00,1.535033032601617053e-01,-1.470085301330817940e-01,0.000000000000000000e+00
7.014875186305202792e-01,4.145522578723740553e-02,4.278741083958908045e-04,2.137393766599399836e+00,-8.317279361198016474e+00,-2.611653355353990014e-01,4.362244812570167940e-01,0.000000000000000000e+00
7.034056172733049728e-01,4.082262276961490244e-02,4.154996873053962993e-04,2.618294822183814485e+00,-8.155650809696405545e+00,3.945112757473332454e-01,-6.692498804626932918e-01,0.000000000000000000e+00
6.986040562210071858e-01,4.340181627901259359e-02,4.323832287251645106e-04,2.629704526914009133e+00,-8.402726275823573232e+00,2.300595620632023830e-01,-4.316638332155647850e-01,0.000000000000000000e+00
6.997145137492060130e-01,9.552408380697018087e-02,3.634324405172741470e-04,2.272462936023663449e+00,-7.994465812438769525e+00,2.142287928387891227e-01,-3.262832793298307554e-01,0.000000000000000000e+00
7.009034508731200042e-01,7.479754672459318909e-01,8.289690873300452247e-05,2.044674381754213233e+00,-8.265475248106652018e+00,2.565033334924258362e-02,-5.078102715171815829e-02,0.000000000000000000e+00
7.001450851623736149e-01,4.047789561169216205e-02,4.178235943378818076e-04,1.023236846117640653e+00,-8.295648460013950398e+00,2.844648899314001222e-01,-5.056675514194589605e-01,0.000000000000000000e+00
6.983688554875762122e-01,8.651962825538281332e-02,3.757839852631966347e-04,1.564142427937726731e+00,-7.965060795794759230e+00,2.756166226686817405e-02,3.277626753085807754e-03,0.000000000000000000e+00
7.014100860173632102e-01,1.003234027083926422e-01,3.491517711469942610e-04,2.016777301517554299e+00,-7.929824084712810084e+00,-1.712160460476699897e-01,3.545191135527478443e-01,0.000000000000000000e+00
7.004323668273114700e-01,6.337711418182084833e-02,4.046198231502845305e-04,2.435263656767798324e+00,-8.166640876972117269e+00,1.646840126614620425e-01,-2.729638847475466812e-01,0.000000000000000000e+00
7.002114584944529874e-01,1.283897456880477850e-01,3.078214498946771826e-04,2.105156217862298007e+00,-7.870424993177484119e+00,-7.429950065707451035e-02,1.976009103620090523e-01,0.000000000000000000e+00
6.992914745122562614e-01,9.864808836756899790e-02,3.524256250351430150e-04,7.965312160327175928e-01,-7.791306258893319736e+00,-1.676289395985817166e-01,3.750523274540832341e-01,0.000000000000000000e+00
6.998184559385394188e-01,1.402110918608731049e-01,2.922659575120310836e-04,2.502806565014338513e+00,-7.841948057480170320e+00,3.251646101291205682e-01,-4.890662905140785166e-01,0.000000000000000000e+00
6.997753030922014839e-01,1.596038494615559244e-01,2.704226942378792410e-04,9.720091260115775178e-01,-8.474072187593428396e+00,-1.998225228095400485e-01,2.997273473231639729e-01,0.000000000000000000e+00
6.987415905792181414e-01,4.085243551537226514e-01,1.253107382847814047e-04,1.837611244266395438e+00,-8.276549511193568520e+00,-1.300952974633375614e-01,2.169555105717804466e-01,0.000000000000000000e+00
7.005675378880567017e-01,5.199752982902273724e-01,1.098012024225578835e-04,1.643915066232271460e+00,-8.238274811190970937e+00,-2.363542538754965783e-01,4.086256007813146574e-01,0.000000000000000000e+00
7.004280717168680503e-01,1.334019423618587608e-01,2.959605923198231864e-04,1.883149950380932358e+00,-8.856353781514965107e+00,-1.953983203309445360e-01,2.187109544109252512e-01,0.000000000000000000e+00
6.998205840230056207e-01,5.955751872955843823e-02,4.037602996435136387e-04,5.627299704280205317e-01,-8.646134835218752812e+00,-2.637528854316595339e-01,3.777284024811014551e-01,0.000000000000000000e+00
6.997000092825016448e-01,1.171583155484931416e+00,5.642869508877655790e-05,1.986652750126926659e+00,-8.084443904242551326e+00,3.757419175070576545e-01,-6.233237590432670894e-01,0.000000000000000000e+00
7.005710174832697756e-01,1.334913908995814247e-01,2.977587072870076256e-04,1.070978349157726939e+00,-8.750807640176073932e+00,4.801381217272771007e-02,-1.823947906803332353e-01,0.000000000000000000e+00
7.006492432673031567e-01,1.163893218375030569e-01,3.223130445845708058e-04,1.289685350624112381e+00,-7.870274721500998716e+00,2.512811192708573893e-01,-3.670475967671971151e-01,0.000000000000000000e+00
6.999789212412221850e-01,4.207929142118259358e-02,4.328962005180477467e-04,1.975884965208104749e+00,-7.658900504906132056e+00,-1.631594377535905416e-03,1.123101407648163519e-01,0.000000000000000000e+00
6.991531437556794959e-01,4.212026462507815761e-01,1.233720570272054784e-04,2.194397605905724635e+00,-7.648875869898997593e+00,1.989136979558832341e-01,-2.332985166978141789e-01,0.000000000000000000e+00
6.983652740187799024e-01,1.469098547457377280e-01,2.823228326351049050e-04,7.454936057115260084e-01,-8.445132920580684655e+00,-3.060413012940780275e-01,4.897955092595466797e-01,0.000000000000000000e+00
6.983268093629227957e-01,4.045849832995707107e-02,4.332168650977330808e-04,1.617225025797859317e+00,-7.909039980782720747e+00,-3.131164196782613707e-01,6.040519651010494151e-01,0.000000000000000000e+00
6.998745026445776229e-01,1.595095875201454627e-01,2.688906283689734811e-04,1.168437831698199147e+00,-8.738212593278165130e+00,4.533523880625062175e-02,-1.754911349317188063e-01,0.000000000000000000e+00
7.004061054043737578e-01,1.493805580371228570e-01,2.795152315692285647e-04,1.379445322401668950e+00,-7.870579802141515202e+00,3.583334254896026194e-01,-5.526685832101551066e-01,0.000000000000000000e+00
7.005724971022149195e-01,2.904111010805048854e-01,1.463143417317765659e-04,2.190849722615618944e+00,-8.022380022166696989e+00,-9.285444779189847009e-02,5.817187933463754956e-02,1.000000000000000000e+00
6.996571947599455887e-01,4.093956170766161612e-02,4.077333359253478354e-04,2.233463369547632027e+00,-8.337419541106097398e+00,2.076200974309561631e-01,-3.807554994843599383e-01,0.000000000000000000e+00
7.003514626489989459e-01,9.322906074272421795e-02,3.605148097644376168e-04,6.554227289688236979e-01,-8.304484112962512654e+00,-3.856198569206714666e-02,5.245713992593982467e-02,0.000000000000000000e+00
6.993740968142715397e-01,4.053591539985280934e-02,4.202842811767487576e-04,2.649922696911685360e+00,-7.790040645234850736e+00,-1.986974445652312793e-01,4.285963762271372546e-01,0.000000000000000000e+00
6.996596172368987343e-01,4.125301095780242039e-02,4.230150887924277302e-04,2.081157051476274500e+00,-8.472734016739201124e+00,3.130732355468724970e-01,-5.887455692656576867e-01,0.000000000000000000e+00
6.997285807256536927e-01,1.125081428112690990e-01,3.297888340205649255e-04,1.939577705591876589e+00,-8.347396364723714157e+00,-3.369722571176052561e-01,5.614290594679219870e-01,0.000000000000000000e+00
6.997894964161295306e-01,1.456731788864673860e-01,2.853823820333719371e-04,8.141554895183463758e-01,-8.612882809330498546e+00,2.098872634959692285e-01,-4.366070900934106436e-01,0.000000000000000000e+00
6.992514114233883138e-01,9.640092067947286791e-02,3.544068690513544066e-04,1.430347556280628929e+00,-7.980794682034754395e+00,-2.060938772444607658e-01,4.051869458170989091e-01,0.000000000000000000e+00
7.010810027717454540e-01,9.955737700523567546e-02,3.526322473283981804e-04,2.860269448060859698e+00,-8.100118389606404179e+00,-1.640088828525429199e-01,3.094077038434254745e-01,0.000000000000000000e+00
7.014466326645590888e-01,1.993647345581061325e-01,1.793954643249333195e-04,3.919087188214739892e-01,-7.964892807102145866e+00,1.086871611900031842e-01,-1.377631637392675301e-01,0.000000000000000000e+00
6.989375779358908414e-01,1.422526860227859569e-01,2.890262559432157929e-04,1.363274820406607857e+00,-7.692316572426084242e+00,1.562925401745872411e-01,-1.675311709600885435e-01,0.000000000000000000e+00
6.995868238431399710e-01,4.112584567008578662e-02,4.327786529006581620e-04,1.998025499009252304e+00,-7.745519569820234373e+00,3.077385959328181597e-01,-4.408098311894573240e-01,0.000000000000000000e+00
6.994391698501563059e-01,1.284979650198850298e-01,3.047431030902975351e-04,1.187803602828566785e+00,-8.048667509713585133e+00,6.831287968679640443e-02,-8.388221311310875561e-02,0.000000000000000000e+00
7.006600835283570694e-01,1.249169756996872521e-01,3.086555330046023872e-04,1.557734418958160116e+00,-8.207156728051185013e+00,5.119894829477816822e-02,-8.445669243681828975e-02,0.000000000000000000e+00
6.996921374268673111e-01,1.037362679152528527e-01,3.425462486705525703e-04,1.874005227847028054e+00,-8.173178001104309587e+00,7.949377405202114055e-02,-1.267755302956808661e-01,0.000000000000000000e+00
7.010871890401219053e-01,1.157305634525412019e+00,5.705605255018350797e-05,2.082521409235259746e+00,-8.082247976719711957e+00,-2.378675396985614754e-01,4.409775926880993291e-01,0.000000000000000000e+00
7.004683702838246928e-01,1.007658535031741992e-01,3.470806812538219542e-04,1.940616123962229267e+00,-7.464872034384909760e+00,-3.177669602499361146e-02,2.016766317713082068e-01,0.000000000000000000e+00
7.001218702841123243e-01,9.357054388235473696e-02,3.649768239716777636e-04,1.987800368266600393e-01,-8.000458526858757580e+00,-4.247930576719177037e-02,8.534186564000800779e-02,1.000000000000000000e+00
7.016736294835475007e-01,1.211587140059419976e-01,3.129979371868262168e-04,1.855762791574749215e+00,-8.339671050032476884e+00,1.221571225965355778e-01,-2.322639967320389298e-01,0.000000000000000000e+00
6.990337021066664880e-01,1.227243438044438140e+00,5.429469796174734322e-05,9.361422663196435900e-01,-8.048798169894967103e+00,1.337383391722901382e-01,-1.970288985177967023e-01,0.000000000000000000e+00
6.984142625397583570e-01,4.146916412810222607e-02,4.091827584313435665e-04,1.728829751991355135e+00,-8.001955834350743757e+00,-3.779439281425844843e-01,6.993646806356930146e-01,0.000000000000000000e+00
7.007197199551320477e-01,3.301995359268991570e-01,1.386433554599906322e-04,1.161647612136479824e+00,-7.477830573265299208e+00,-1.710293756788479058e-01,4.405977933192588014e-01,0.000000000000000000e+00
7.002998498626504809e-01,1.417446365653703688e-01,2.875830524355814312e-04,1.999207723058352926e+00,-8.581945834738544221e+00,-3.086039699271501124e-01,4.676868338983858342e-01,0.000000000000000000e+00
7.001286909877022513e-01,1.155302907320065325e-01,3.214422201545155656e-04,1.560777544753903179e+00,-7.961076931971613035e+00,-3.149176108202569324e-01,5.975597683187234832e-01,0.000000000000000000e+00
7.013742992509878205e-01,7.416701396140675806e-01,8.345916426775395558e-05,1.568648508847422240e+00,-7.505245140729895681e+00,-4.057873906690873111e-02,2.092185229362005516e-01,0.000000000000000000e+00
6.998737551870186646e-01,4.162571081252249700e-02,4.108895886743184410e-04,1.533123200383452067e+00,-8.694385721177773974e+00,-3.021063681835378101e-01,4.346303594634039480e-01,0.000000000000000000e+00
7.002573968401420990e-01,9.675640250949378574e-02,3.541938531654117875e-04,3.673857052580091209e-01,-7.809967446007489933e+00,-2.652246853194887288e-01,5.399365226601957612e-01,0.000000000000000000e+00
6.999893932947260922e-01,8.735493260931315174e-02,3.721142215668714532e-04,3.023691929110647880e+00,-7.657122985657307090e+00,2.981844094303232606e-01,-4.071597552384791929e-01,0.000000000000000000e+00
7.012252195714220315e-01,3.740268881879962870e-01,1.308924954341897872e-04,7.964312644220674642e-01,-8.643636106952371279e+00,-1.236831211586946755e-01,1.351595116617100578e-01,0.000000000000000000e+00
6.991406897272859355e-01,8.404001636063347658e-02,3.821549569248272474e-04,8.695686689456109120e-01,-7.424463784487922879e+00,8.443342026106914755e-03,1.392879240034478328e-01,0.000000000000000000e+00
7.007346975365746911e-01,1.145286361622390586e-01,3.246549008625492297e-04,1.828121825372395648e+00,-8.334378103756106881e+00,7.173464879934990379e-03,-3.188599311362622091e-02,0.000000000000000000e+00
6.986286556056290342e-01,9.546720292718548218e-02,3.573929673900888755e-04,9.915050505998043162e-01,-8.519315344782317112e+00,2.920085921733871492e-01,-5.615971374770875046e-01,0.000000000000000000e+00
7.013123827922120856e-01,1.729374571488613010e-01,2.575424529269974838e-04,1.439998636876408833e+00,-7.880404390848963381e+00,-2.438455909390664644e-01,4.900998660086512415e-01,0.000000000000000000e+00
6.989816138686796299e-01,4.079247398476250341e-02,4.268643282265819250e-04,1.728592676183978494e+00,-8.124142126281553189e+00,-2.140072068062912614e-01,3.917301061107817950e-01,0.000000000000000000e+00
7.003363559048083609e-01,5.505871750300601192e-02,3.844479762347678296e-04,1.022108685768284841e+00,-7.794620636961791860e+00,-2.674191432954877157e-01,5.467802632719716005e-01,0.000000000000000000e+00
6.999154676564387501e-01,1.291795164076758873e-01,3.040990812722012119e-04,1.360689984761926263e+00,-8.550086136078419941e+00,-3.265321820729629732e-01,5.047753839578787982e-01,0.000000000000000000e+00
6.985013826741350851e-01,1.352942943330303904e-01,2.947338675652702057e-04,2.856891919801224144e+00,-7.837847132481825518e+00,-8.294791210954360894e-02,2.192001399105351633e-01,0.000000000000000000e+00
6.997389911604224855e-01,8.055872771007910327e-02,3.728871354664310645e-04,1.612727455582193770e+00,-8.319305741150568423e+00,3.007831887232992885e-01,-5.383905709990288724e-01,0.000000000000000000e+00
7.009776727965854048e-01,1.007529302022397433e-01,3.480669067382816920e-04,2.467020186382769431e+00,-8.615167653171504014e+00,2.119909087187431262e-01,-4.415090342817080127e-01,0.000000000000000000e+00
7.001272682173471651e-01,1.135140007418093122e-01,3.252865932280946202e-04,1.253721888736585299e+00,-7.973032656954602615e+00,3.182790162179996440e-02,-5.460442408580568063e-03,0.000000000000000000e+00
7.001831551049855218e-01,2.853854715977495737e-01,1.472197584511790599e-04,2.482282885046312337e+00,-8.130172196498538284e+00,1.472755162344483448e-01,-2.364407834804239383e-01,0.000000000000000000e+00
7.009955569888302040e-01,4.116470038683140570e-02,4.262364222687839346e-04,1.525971801628136948e+00,-7.615005801598677238e+00,2.466560634815186670e-01,-3.095639030925158575e-01,0.000000000000000000e+00
6.989274280666971650e-01,1.403845122208969842e-01,2.888782532888369611e-04,2.487265790642080032e-01,-8.687757691386400083e+00,-2.046393277903681140e-01,2.668764229401903165e-01,0.000000000000000000e+00
6.996129668484298847e-01,4.352626926605507318e-02,4.086598214177316495e-04,1.177805724793776987e+00,-7.905737377525528409e+00,-3.190237593982310493e-02,1.173173284240071473e-01,0.000000000000000000e+00
7.001744106707065152e-01,4.896816278229862984e-01,1.138509257804084997e-04,1.091747941548258716e+00,-7.812292395117736987e+00,1.956876350833484379e-01,-2.591623914762093972e-01,0.000000000000000000e+00
6.992974886069762697e-01,4.869959682075928886e-01,1.138029532205081339e-04,1.782836970297545065e+00,-8.193031251436490692e+00,-3.310461049896479269e-01,5.810524162372850965e-01,0.000000000000000000e+00
6.993786484913459001e-01,1.576691492426116614e-01,2.721653925209275389e-04,2.517733892978200050e+00,-8.216980120458911685e+00,2.605677000685412970e-01,-4.487943194633768895e-01,0.000000000000000000e+00
6.999934982542016515e-01,9.461362327673822348e-02,3.573720863094931419e-04,2.352020025056538177e+00,-8.200672049417589093e+00,-2.683272619963122940e-01,4.710074933703967681e-01,0.000000000000000000e+00
7.010891969445685046e-01,4.186389628757970077e-02,4.213434323166144403e-04,1.699382608584357079e+00,-7.408500359309648786e+00,1.952809933169422085e-01,-1.810751015515445761e-01,0.000000000000000000e+00
6.989343635169908975e-01,7.356438947929747063e-02,3.985068773218063717e-04,8.508292335391941519e-01,-7.812530173801025768e+00,2.830481187931270237e-01,-4.110287786679273636e-01,0.000000000000000000e+00
7.002516586461368098e-01,1.353464528209828432e-01,2.945124487862431687e-04,1.103304996314827369e+00,-7.457613212550602277e+00,1.445766968168769595e-01,-1.030776582993525869e-01,0.000000000000000000e+00
6.996554518275565071e-01,4.056438310405990205e-02,4.079710868151479263e-04,1.687771370491861322e+00,-8.448399242199757353e+00,9.757774244078012971e-02,-2.106040135322743423e-01,0.000000000000000000e+00
6.975617289268414289e-01,3.974495645663983501e-02,4.247933263466129516e-04,1.915964915637857979e+00,-7.769645222623688952e+00,3.269593019408013612e-01,-4.787088596710351585e-01,0.000000000000000000e+00
6.998826480205809775e-01,1.051015118226503453e-01,3.431698681702071048e-04,2.326713744105860293e+00,-7.933648488387147424e+00,-2.536769004639206626e-01,4.962292291515757459e-01,0.000000000000000000e+00
6.992700028332026196e-01,1.394338338204602068e-01,2.935353301663531748e-04,1.249976814407082637e+00,-7.603438388475256104e+00,4.171637222363944186e-02,4.734023074994593572e-02,0.000000000000000000e+00
7.001006517493602033e-01,1.180862988518144030e-01,3.202678473754982762e-04,1.086266801848356778e+00,-8.617380358992706491e+00,1.143419331103537884e-01,-2.722066970424804611e-01,0.000000000000000000e+00
6.996228704762161854e-01,7.167992618297147622e-01,8.577879675876346269e-05,2.286817176377763161e+00,-8.482434970057395773e+00,-2.637592171106022398e-01,4.094154435574192674e-01,0.000000000000000000e+00
6.981031930750247749e-01,1.072357680381041400e-01,3.359786548531996215e-04,1.779485208936744556e+00,-8.367636152364786639e+00,-1.821607658181704503e-01,2.897187154846287971e-01,0.000000000000000000e+00
6.998472993573539025e-01,1.246987638153870814e-01,3.110826648967358822e-04,1.728785859839641503e+00,-8.086047549203296825e+00,3.140520480069131093e-04,2.750480063521294760e-02,0.000000000000000000e+00
7.006106335036748067e-01,8.099842762183011302e-02,3.872394551547352418e-04,2.902548648726254843e+00,-8.414560315734428642e+00,2.783527407436993673e-01,-5.180445747428120695e-01,0.000000000000000000e+00
6.983307030933421089e-01,7.444829347627623939e-02,3.922953199168333917e-04,7.601100154063423764e-01,-7.994057351502911857e+00,-2.746605432432629862e-02,-4.400053289708298621e-02,1.000000000000000000e+00
7.014974611247929426e-01,7.238749187781795547e-01,8.520203240506478513e-05,3.784060912202329985e-01,-8.028664630035171612e+00,3.749815267172286748e-01,-6.115279720086523874e-01,0.000000000000000000e+00
6.996616748777847450e-01,5.390313917473268934e-02,3.944589374543946937e-04,1.580478564064603075e+00,-8.433904022025298985e+00,-1.814551179028585648e-01,2.755845661459470630e-01,0.000000000000000000e+00
6.987032838304014781e-01,4.268074928687892039e-02,4.238785854677128129e-04,1.557397376558141477e+00,-8.290330217941313862e+00,6.385032143637527080e-02,-1.217673250189437867e-01,0.000000000000000000e+00
7.002050020471499714e-01,4.184895707908051904e-02,4.117611784179683507e-04,1.803201072508337832e+00,-7.876810567279927788e+00,7.110385115607878448e-02,-5.548777054689209287e-02,0.000000000000000000e+00
7.011723244938447008e-01,1.054750722185687356e-01,3.416105378191079374e-04,2.148957088795376169e+00,-7.632975493776946507e+00,-1.293264132206899675e-01,3.383931145902398518e-01,0.000000000000000000e+00
6.995424421992827435e-01,1.237847881127875777e-01,3.096381546764069830e-04,1.551708311813571495e+00,-8.267452313137438225e+00,3.784371068886147604e-01,-6.629308742441776259e-01,0.000000000000000000e+00
7.005323774183548347e-01,1.177903755609236880e+00,5.619093704828717877e-05,1.116845901042078371e+00,-8.270993250359021332e+00,-1.291517630428566377e-01,2.158141156748056844e-01,0.000000000000000000e+00
6.993540673968844379e-01,4.332439143487453598e-02,4.150999568812454546e-04,1.808319543505250593e+00,-7.724195279710926343e+00,-2.370610950964366359e-02,1.377207402400210390e-01,0.000000000000000000e+00
7.010090342395095542e-01,1.359289854780600937e-01,2.969130139422207991e-04,2.555869844286281722e+00,-8.701387239134030338e+00,-3.022869663341454793e-01,4.341171832144182230e-01,0.000000000000000000e+00
6.998267838908065475e-01,1.224184730987731839e-01,3.118326305858736707e-04,1.244763177318326086e+00,-7.540704673942372871e+00,2.790019913800215745e-01,-3.516865991746013775e-01,0.000000000000000000e+00
6.996055540321461930e-01,1.171721009652629958e-01,3.195609743471245043e-04,1.123082940070603719e+00,-8.633210251028128113e+00,-2.509361839820872797e-02,-3.381278497527405447e-02,0.000000000000000000e+00
6.998383578265029437e-01,4.222535016988722412e-02,4.096960086173265540e-04,8.059246739941755555e-01,-7.442390836816825228e+00,-9.134781588750989778e-02,3.088923963863518529e-01,0.000000000000000000e+00
7.002674720380569484e-01,1.018822323858684098e-01,3.474636729339524344e-04,2.184867061979701930e+00,-8.737667643892594427e+00,-1.912005823054716003e-01,2.347810175733152371e-01,0.000000000000000000e+00
6.999866198088940950e-01,1.059022489123788435e-01,3.387647998570509516e-04,2.924408174183423803e+00,-8.351163772482012249e+00,-2.874186854094069876e-02,2.663463710480907035e-02,0.000000000000000000e+00
7.009924221470066330e-01,4.537122697648247605e-01,1.182072513332943747e-04,1.510408825517468356e+00,-7.642271191008548570e+00,-2.594789951288751229e-01,5.623993850315738285e-01,0.000000000000000000e+00
6.999402448897505957e-01,6.751439694202956976e-02,4.044401938517821712e-04,2.121486293761766007e+00,-7.711395641031790760e+00,-2.575134395533263953e-01,5.455901668285770834e-01,0.000000000000000000e+00
7.016677257333321371e-01,4.233580952670323166e-02,4.131919683275828126e-04,2.377000808868379611e+00,-8.770283397773622980e+00,1.513645287609293177e-01,-3.660420973738791051e-01,0.000000000000000000e+00
7.017101427905677591e-01,1.255224527880840768e-01,3.098830245963678036e-04,2.253955460080855566e+00,-8.000605455348882344e+00,-3.187983861357731041e-01,5.964953716143437390e-01,0.000000000000000000e+00
6.990291320899929550e-01,1.056945257020008300e-01,3.406718386188323277e-04,2.324155004118217516e+00,-8.224802937149915394e+00,-1.545307320492048664e-01,2.686126543553323254e-01,0.000000000000000000e+00
6.992029662995571382e-01,1.079690974884697924e-01,3.353848642771588870e-04,1.186328762402404369e+00,-8.682994262539438068e+00,-1.014980986057361090e-01,8.933276263509476456e-02,0.000000000000000000e+00
6.995942757239622667e-01,3.687543418122667949e-01,1.318198853463117316e-04,1.539078447072236955e+00,-7.959503019869419660e+00,-1.879909267103027914e-01,3.779310943521766442e-01,0.000000000000000000e+00
6.988713379658421099e-01,1.295167468949751377e-01,3.018111935620417484e-04,2.664747419127883266e+00,-8.384117374658066169e+00,-1.874217425132058967e-01,2.956326657163493299e-01,0.000000000000000000e+00
7.001579964718028792e-01,9.721929611436057328e-02,3.558430358778343419e-04,2.642534184779549378e+00,-8.746845260326665539e+00,-4.074701330569324709e-02,-2.834635933743717348e-02,0.000000000000000000e+00
6.994241999922247155e-01,1.030473899349353684e-01,3.459271440295826365e-04,1.351377095347834567e+00,-8.585983428368241022e+00,-6.606561043936420852e-02,4.626472619309121570e-02,0.000000000000000000e+00
6.993029084402575535e-01,4.095026552106232481e-02,4.296161993558879864e-04,2.023643402041271244e+00,-8.857606820924861069e+00,-1.772971272263255127e-01,1.871540623148992832e-01,0.000000000000000000e+00
6.999057017037522144e-01,1.337321461715949011e-01,2.953080934468054006e-04,1.611547479126648863e+00,-8.043389039520173256e+00,-9.077514062239368242e-02,1.931736759649910762e-01,0.000000000000000000e+00
7.015538355055584985e-01,1.344603012485729721e-01,2.990178520880706751e-04,2.411934544018685678e+00,-8.188034723631046674e+00,-3.440486171334306009e-01,6.049891779203120379e-01,0.000000000000000000e+00
7.002176530664268039e-01,4.110450474247663577e-02,4.295900647193846215e-04,1.881364199848841512e+00,-7.918959577824033147e+00,-1.257359017209329077e-01,2.773803097732668310e-01,0.000000000000000000e+00
7.011867966985059208e-01,5.346018870008761165e-02,4.028714792753972681e-04,6.769377220975513199e-01,-7.462314246526807082e+00,-1.596662495175616980e-01,4.239384817238145975e-01,0.000000000000000000e+00
6.993782555609863172e-01,1.093693016021367453e-01,3.372420666657345860e-04,1.254087102991470637e+00,-7.739864241213019191e+00,-1.713944126810724999e-01,3.907403375217507469e-01,0.000000000000000000e+00
6.990577130248841753e-01,1.493254979480117817e-01,2.815202539734115847e-04,1.216650851274053702e+00,-8.127137587490167903e+00,-3.123940663026861797e-01,5.614983902160470830e-01,0.000000000000000000e+00
6.999337810471624177e-01,8.662655421845034953e-02,3.747260681170819382e-04,2.275937755981616295e+00,-8.390742699541045013e+00,2.591310819195457027e-01,-4.796655522966311591e-01,0.000000000000000000e+00
7.012689654394593797e-01,4.648231969407242564e-02,3.917561219267443029e-04,1.248056054097957723e+00,-8.153034765887406721e+00,-2.972109905748295811e-01,5.299920016189730854e-01,0.000000000000000000e+00
7.013208931575865002e-01,7.922174868982190254e-02,3.877642543795577516e-04,2.002020452542727647e+00,-8.320296468070180751e+00,3.283837490220196109e-01,-5.865335263743766125e-01,0.000000000000000000e+00
6.988980699486672110e-01,8.966754655107295191e-02,3.708165402606422622e-04,7.494529071965491118e-01,-8.285540252655412274e+00,-3.917507731225908230e-01,6.687677530816701355e-01,0.000000000000000000e+00
7.003475144934855345e-01,4.745003782769981887e-02,3.893960810533086741e-04,1.727539617188957211e+00,-8.090104265561997465e+00,-2.517588026060321726e-01,4.629624440874495206e-01,0.000000000000000000e+00
6.986137326096305555e-01,1.221047091961558140e+00,5.438052531674053764e-05,1.932503479254368717e+00,-8.746052237908100935e+00,7.724737868861705770e-02,-2.323850780930312443e-01,0.000000000000000000e+00
7.009309140199715404e-01,1.185093749526099360e+00,5.587630708126326164e-05,2.364408959748923067e+00,-7.691727857170636895e+00,-4.021201785908806725e-02,1.728630194492079275e-01,0.000000000000000000e+00
7.004096929470042809e-01,6.050394527197463374e-02,4.076523195672892902e-04,2.636939802852325876e+00,-7.548855891423362330e+00,1.009499127281177078e-02,1.132866822401046580e-01,0.000000000000000000e+00
6.988173366653175345e-01,3.067358397018360439e-01,1.426871265514092558e-04,2.756682330902460620e+00,-8.473729155800358015e+00,-3.093743219796367683e-01,4.897904445296205611e-01,0.000000000000000000e+00
6.997852600200544781e-01,7.322415011674272833e-02,3.987146125239759758e-04,1.635528930900840061e+00,-8.539926553920562213e+00,-2.450849283280223945e-01,3.657520981803606408e-01,0.000000000000000000e+00
7.009775020313251392e-01,1.653899887273365954e-01,2.645502645502645681e-04,2.551417711159687851e+00,-8.006914445320882479e+00,-3.999607522146973737e-03,3.795831820669581802e-02,1.000000000000000000e+00
7.006701441713659717e-01,7.793386396712445596e-02,3.692009565460288296e-04,1.843505134235289278e+00,-8.577389042424414356e+00,-2.132808396961854425e-01,3.030574718892468655e-01,0.000000000000000000e+00
